#    L    TT             EE             BB             TE             PP             TP             EP          
  2284   0.106615E+03   0.612729E+01   0.000000E+00  -0.891333E+01   0.161661E-08   0.289471E-06   0.200637E-07
  2285   0.106608E+03   0.609805E+01   0.000000E+00  -0.897724E+01   0.161532E-08   0.281459E-06   0.199905E-07
  2286   0.106605E+03   0.606836E+01   0.000000E+00  -0.903943E+01   0.161404E-08   0.273634E-06   0.199200E-07
  2287   0.106606E+03   0.603821E+01   0.000000E+00  -0.910000E+01   0.161275E-08   0.266013E-06   0.198519E-07
  2288   0.106611E+03   0.600762E+01   0.000000E+00  -0.915878E+01   0.161147E-08   0.258615E-06   0.197863E-07
  2289   0.106619E+03   0.597660E+01   0.000000E+00  -0.921584E+01   0.161019E-08   0.251458E-06   0.197227E-07
  2290   0.106632E+03   0.594517E+01   0.000000E+00  -0.927113E+01   0.160891E-08   0.244560E-06   0.196612E-07
  2291   0.106647E+03   0.591334E+01   0.000000E+00  -0.932470E+01   0.160763E-08   0.237941E-06   0.196014E-07
  2292   0.106666E+03   0.588111E+01   0.000000E+00  -0.937649E+01   0.160635E-08   0.231616E-06   0.195432E-07
  2293   0.106688E+03   0.584851E+01   0.000000E+00  -0.942642E+01   0.160507E-08   0.225606E-06   0.194864E-07
  2294   0.106712E+03   0.581554E+01   0.000000E+00  -0.947464E+01   0.160380E-08   0.219928E-06   0.194308E-07
  2295   0.106740E+03   0.578221E+01   0.000000E+00  -0.952093E+01   0.160252E-08   0.214600E-06   0.193763E-07
  2296   0.106770E+03   0.574853E+01   0.000000E+00  -0.956544E+01   0.160125E-08   0.209641E-06   0.193227E-07
  2297   0.106803E+03   0.571452E+01   0.000000E+00  -0.960808E+01   0.159998E-08   0.205069E-06   0.192697E-07
  2298   0.106838E+03   0.568018E+01   0.000000E+00  -0.964894E+01   0.159871E-08   0.200902E-06   0.192172E-07
  2299   0.106876E+03   0.564552E+01   0.000000E+00  -0.968787E+01   0.159745E-08   0.197158E-06   0.191651E-07
  2300   0.106916E+03   0.561056E+01   0.000000E+00  -0.972487E+01   0.159618E-08   0.193856E-06   0.191130E-07
  2301   0.106958E+03   0.557529E+01   0.000000E+00  -0.976008E+01   0.159491E-08   0.191009E-06   0.190609E-07
  2302   0.107002E+03   0.553975E+01   0.000000E+00  -0.979329E+01   0.159365E-08   0.188612E-06   0.190087E-07
  2303   0.107046E+03   0.550393E+01   0.000000E+00  -0.982471E+01   0.159239E-08   0.186656E-06   0.189561E-07
  2304   0.107094E+03   0.546784E+01   0.000000E+00  -0.985412E+01   0.159113E-08   0.185132E-06   0.189030E-07
  2305   0.107143E+03   0.543152E+01   0.000000E+00  -0.988168E+01   0.158987E-08   0.184031E-06   0.188493E-07
  2306   0.107193E+03   0.539495E+01   0.000000E+00  -0.990731E+01   0.158861E-08   0.183342E-06   0.187950E-07
  2307   0.107244E+03   0.535815E+01   0.000000E+00  -0.993100E+01   0.158735E-08   0.183058E-06   0.187397E-07
  2308   0.107296E+03   0.532115E+01   0.000000E+00  -0.995276E+01   0.158610E-08   0.183168E-06   0.186835E-07
  2309   0.107349E+03   0.528393E+01   0.000000E+00  -0.997259E+01   0.158485E-08   0.183664E-06   0.186262E-07
  2310   0.107403E+03   0.524653E+01   0.000000E+00  -0.999056E+01   0.158359E-08   0.184535E-06   0.185676E-07
  2311   0.107459E+03   0.520895E+01   0.000000E+00  -0.100066E+02   0.158234E-08   0.185773E-06   0.185077E-07
  2312   0.107514E+03   0.517120E+01   0.000000E+00  -0.100206E+02   0.158109E-08   0.187369E-06   0.184462E-07
  2313   0.107569E+03   0.513329E+01   0.000000E+00  -0.100328E+02   0.157985E-08   0.189312E-06   0.183831E-07
  2314   0.107626E+03   0.509525E+01   0.000000E+00  -0.100431E+02   0.157860E-08   0.191595E-06   0.183182E-07
  2315   0.107683E+03   0.505707E+01   0.000000E+00  -0.100514E+02   0.157736E-08   0.194206E-06   0.182515E-07
  2316   0.107739E+03   0.501877E+01   0.000000E+00  -0.100579E+02   0.157611E-08   0.197138E-06   0.181826E-07
  2317   0.107796E+03   0.498036E+01   0.000000E+00  -0.100624E+02   0.157487E-08   0.200381E-06   0.181116E-07
  2318   0.107852E+03   0.494185E+01   0.000000E+00  -0.100650E+02   0.157363E-08   0.203926E-06   0.180383E-07
  2319   0.107908E+03   0.490326E+01   0.000000E+00  -0.100657E+02   0.157239E-08   0.207762E-06   0.179626E-07
  2320   0.107964E+03   0.486459E+01   0.000000E+00  -0.100646E+02   0.157115E-08   0.211882E-06   0.178843E-07
  2321   0.108019E+03   0.482586E+01   0.000000E+00  -0.100616E+02   0.156991E-08   0.216275E-06   0.178032E-07
  2322   0.108073E+03   0.478708E+01   0.000000E+00  -0.100567E+02   0.156868E-08   0.220932E-06   0.177194E-07
  2323   0.108127E+03   0.474826E+01   0.000000E+00  -0.100499E+02   0.156744E-08   0.225845E-06   0.176326E-07
  2324   0.108180E+03   0.470941E+01   0.000000E+00  -0.100413E+02   0.156621E-08   0.231003E-06   0.175427E-07
  2325   0.108232E+03   0.467055E+01   0.000000E+00  -0.100309E+02   0.156498E-08   0.236398E-06   0.174496E-07
  2326   0.108282E+03   0.463170E+01   0.000000E+00  -0.100186E+02   0.156375E-08   0.242020E-06   0.173531E-07
  2327   0.108332E+03   0.459286E+01   0.000000E+00  -0.100045E+02   0.156252E-08   0.247859E-06   0.172531E-07
  2328   0.108380E+03   0.455406E+01   0.000000E+00  -0.998867E+01   0.156130E-08   0.253908E-06   0.171495E-07
  2329   0.108428E+03   0.451529E+01   0.000000E+00  -0.997106E+01   0.156007E-08   0.260155E-06   0.170421E-07
  2330   0.108473E+03   0.447658E+01   0.000000E+00  -0.995167E+01   0.155885E-08   0.266592E-06   0.169308E-07
  2331   0.108517E+03   0.443792E+01   0.000000E+00  -0.993057E+01   0.155762E-08   0.273210E-06   0.168156E-07
  2332   0.108559E+03   0.439933E+01   0.000000E+00  -0.990769E+01   0.155640E-08   0.279999E-06   0.166961E-07
  2333   0.108600E+03   0.436082E+01   0.000000E+00  -0.988310E+01   0.155518E-08   0.286951E-06   0.165724E-07
  2334   0.108638E+03   0.432241E+01   0.000000E+00  -0.985681E+01   0.155396E-08   0.294055E-06   0.164443E-07
  2335   0.108675E+03   0.428411E+01   0.000000E+00  -0.982881E+01   0.155275E-08   0.301302E-06   0.163116E-07
  2336   0.108709E+03   0.424590E+01   0.000000E+00  -0.979917E+01   0.155153E-08   0.308683E-06   0.161742E-07
  2337   0.108741E+03   0.420784E+01   0.000000E+00  -0.976791E+01   0.155031E-08   0.316190E-06   0.160321E-07
  2338   0.108771E+03   0.416990E+01   0.000000E+00  -0.973493E+01   0.154910E-08   0.323811E-06   0.158850E-07
  2339   0.108798E+03   0.413211E+01   0.000000E+00  -0.970040E+01   0.154789E-08   0.331539E-06   0.157328E-07
  2340   0.108823E+03   0.409448E+01   0.000000E+00  -0.966431E+01   0.154668E-08   0.339364E-06   0.155754E-07
  2341   0.108845E+03   0.405702E+01   0.000000E+00  -0.962658E+01   0.154547E-08   0.347276E-06   0.154126E-07
  2342   0.108865E+03   0.401974E+01   0.000000E+00  -0.958730E+01   0.154426E-08   0.355267E-06   0.152444E-07
  2343   0.108882E+03   0.398265E+01   0.000000E+00  -0.954653E+01   0.154306E-08   0.363326E-06   0.150706E-07
  2344   0.108896E+03   0.394576E+01   0.000000E+00  -0.950428E+01   0.154185E-08   0.371446E-06   0.148910E-07
  2345   0.108907E+03   0.390908E+01   0.000000E+00  -0.946047E+01   0.154065E-08   0.379615E-06   0.147056E-07
  2346   0.108916E+03   0.387261E+01   0.000000E+00  -0.941526E+01   0.153944E-08   0.387826E-06   0.145141E-07
  2347   0.108921E+03   0.383637E+01   0.000000E+00  -0.936855E+01   0.153824E-08   0.396069E-06   0.143166E-07
  2348   0.108923E+03   0.380037E+01   0.000000E+00  -0.932044E+01   0.153704E-08   0.404333E-06   0.141127E-07
  2349   0.108921E+03   0.376461E+01   0.000000E+00  -0.927092E+01   0.153584E-08   0.412611E-06   0.139025E-07
  2350   0.108916E+03   0.372911E+01   0.000000E+00  -0.922007E+01   0.153465E-08   0.420893E-06   0.136858E-07
  2351   0.108908E+03   0.369387E+01   0.000000E+00  -0.916780E+01   0.153345E-08   0.429169E-06   0.134625E-07
  2352   0.108897E+03   0.365890E+01   0.000000E+00  -0.911428E+01   0.153226E-08   0.437424E-06   0.132331E-07
  2353   0.108882E+03   0.362422E+01   0.000000E+00  -0.905942E+01   0.153106E-08   0.445643E-06   0.129984E-07
  2354   0.108863E+03   0.358984E+01   0.000000E+00  -0.900337E+01   0.152987E-08   0.453812E-06   0.127588E-07
  2355   0.108841E+03   0.355575E+01   0.000000E+00  -0.894599E+01   0.152868E-08   0.461914E-06   0.125150E-07
  2356   0.108815E+03   0.352198E+01   0.000000E+00  -0.888742E+01   0.152749E-08   0.469936E-06   0.122676E-07
  2357   0.108786E+03   0.348852E+01   0.000000E+00  -0.882774E+01   0.152631E-08   0.477862E-06   0.120172E-07
  2358   0.108752E+03   0.345540E+01   0.000000E+00  -0.876688E+01   0.152512E-08   0.485676E-06   0.117645E-07
  2359   0.108715E+03   0.342260E+01   0.000000E+00  -0.870490E+01   0.152393E-08   0.493364E-06   0.115100E-07
  2360   0.108674E+03   0.339015E+01   0.000000E+00  -0.864174E+01   0.152275E-08   0.500911E-06   0.112544E-07
  2361   0.108629E+03   0.335804E+01   0.000000E+00  -0.857761E+01   0.152157E-08   0.508301E-06   0.109983E-07
  2362   0.108579E+03   0.332630E+01   0.000000E+00  -0.851237E+01   0.152039E-08   0.515520E-06   0.107423E-07
  2363   0.108526E+03   0.329491E+01   0.000000E+00  -0.844617E+01   0.151921E-08   0.522552E-06   0.104870E-07
  2364   0.108469E+03   0.326389E+01   0.000000E+00  -0.837893E+01   0.151803E-08   0.529382E-06   0.102330E-07
  2365   0.108407E+03   0.323325E+01   0.000000E+00  -0.831080E+01   0.151685E-08   0.535996E-06   0.998093E-08
  2366   0.108342E+03   0.320299E+01   0.000000E+00  -0.824171E+01   0.151567E-08   0.542377E-06   0.973143E-08
  2367   0.108272E+03   0.317312E+01   0.000000E+00  -0.817173E+01   0.151450E-08   0.548511E-06   0.948511E-08
  2368   0.108198E+03   0.314364E+01   0.000000E+00  -0.810086E+01   0.151333E-08   0.554383E-06   0.924256E-08
  2369   0.108121E+03   0.311457E+01   0.000000E+00  -0.802925E+01   0.151215E-08   0.559978E-06   0.900441E-08
  2370   0.108038E+03   0.308591E+01   0.000000E+00  -0.795675E+01   0.151098E-08   0.565280E-06   0.877127E-08
  2371   0.107951E+03   0.305766E+01   0.000000E+00  -0.788351E+01   0.150981E-08   0.570274E-06   0.854376E-08
  2372   0.107860E+03   0.302983E+01   0.000000E+00  -0.780953E+01   0.150865E-08   0.574946E-06   0.832248E-08
  2373   0.107765E+03   0.300243E+01   0.000000E+00  -0.773488E+01   0.150748E-08   0.579281E-06   0.810806E-08
  2374   0.107665E+03   0.297546E+01   0.000000E+00  -0.765957E+01   0.150631E-08   0.583262E-06   0.790111E-08
  2375   0.107562E+03   0.294891E+01   0.000000E+00  -0.758359E+01   0.150515E-08   0.586876E-06   0.770224E-08
  2376   0.107453E+03   0.292282E+01   0.000000E+00  -0.750702E+01   0.150399E-08   0.590106E-06   0.751206E-08
  2377   0.107340E+03   0.289717E+01   0.000000E+00  -0.742986E+01   0.150283E-08   0.592938E-06   0.733120E-08
  2378   0.107223E+03   0.287196E+01   0.000000E+00  -0.735215E+01   0.150166E-08   0.595357E-06   0.716026E-08
  2379   0.107102E+03   0.284721E+01   0.000000E+00  -0.727394E+01   0.150051E-08   0.597348E-06   0.699986E-08
  2380   0.106976E+03   0.282292E+01   0.000000E+00  -0.719526E+01   0.149935E-08   0.598895E-06   0.685062E-08
  2381   0.106846E+03   0.279908E+01   0.000000E+00  -0.711612E+01   0.149819E-08   0.599984E-06   0.671314E-08
  2382   0.106711E+03   0.277572E+01   0.000000E+00  -0.703657E+01   0.149704E-08   0.600599E-06   0.658805E-08
  2383   0.106572E+03   0.275282E+01   0.000000E+00  -0.695663E+01   0.149588E-08   0.600725E-06   0.647595E-08
  2384   0.106428E+03   0.273039E+01   0.000000E+00  -0.687633E+01   0.149473E-08   0.600347E-06   0.637746E-08
  2385   0.106280E+03   0.270844E+01   0.000000E+00  -0.679571E+01   0.149358E-08   0.599451E-06   0.629320E-08
  2386   0.106128E+03   0.268696E+01   0.000000E+00  -0.671479E+01   0.149243E-08   0.598020E-06   0.622378E-08
  2387   0.105971E+03   0.266596E+01   0.000000E+00  -0.663362E+01   0.149128E-08   0.596040E-06   0.616981E-08
  2388   0.105810E+03   0.264545E+01   0.000000E+00  -0.655223E+01   0.149013E-08   0.593496E-06   0.613192E-08
  2389   0.105644E+03   0.262542E+01   0.000000E+00  -0.647065E+01   0.148898E-08   0.590372E-06   0.611070E-08
  2390   0.105474E+03   0.260588E+01   0.000000E+00  -0.638891E+01   0.148784E-08   0.586654E-06   0.610678E-08
  2391   0.105300E+03   0.258683E+01   0.000000E+00  -0.630705E+01   0.148669E-08   0.582326E-06   0.612077E-08
  2392   0.105122E+03   0.256828E+01   0.000000E+00  -0.622511E+01   0.148555E-08   0.577374E-06   0.615329E-08
  2393   0.104939E+03   0.255022E+01   0.000000E+00  -0.614310E+01   0.148441E-08   0.571781E-06   0.620494E-08
  2394   0.104752E+03   0.253266E+01   0.000000E+00  -0.606106E+01   0.148327E-08   0.565534E-06   0.627636E-08
  2395   0.104560E+03   0.251559E+01   0.000000E+00  -0.597902E+01   0.148213E-08   0.558617E-06   0.636814E-08
  2396   0.104365E+03   0.249902E+01   0.000000E+00  -0.589702E+01   0.148099E-08   0.551014E-06   0.648090E-08
  2397   0.104166E+03   0.248295E+01   0.000000E+00  -0.581507E+01   0.147986E-08   0.542712E-06   0.661526E-08
  2398   0.103962E+03   0.246737E+01   0.000000E+00  -0.573321E+01   0.147872E-08   0.533694E-06   0.677183E-08
  2399   0.103755E+03   0.245230E+01   0.000000E+00  -0.565146E+01   0.147759E-08   0.523946E-06   0.695122E-08
  2400   0.103542E+03   0.243772E+01   0.000000E+00  -0.556987E+01   0.147645E-08   0.513452E-06   0.715406E-08
  2401   0.103326E+03   0.242364E+01   0.000000E+00  -0.548846E+01   0.147532E-08   0.502207E-06   0.738056E-08
  2402   0.103107E+03   0.241006E+01   0.000000E+00  -0.540725E+01   0.147419E-08   0.490244E-06   0.762937E-08
  2403   0.102882E+03   0.239698E+01   0.000000E+00  -0.532629E+01   0.147306E-08   0.477605E-06   0.789878E-08
  2404   0.102654E+03   0.238439E+01   0.000000E+00  -0.524559E+01   0.147194E-08   0.464334E-06   0.818704E-08
  2405   0.102422E+03   0.237231E+01   0.000000E+00  -0.516519E+01   0.147081E-08   0.450472E-06   0.849242E-08
  2406   0.102186E+03   0.236072E+01   0.000000E+00  -0.508511E+01   0.146968E-08   0.436063E-06   0.881319E-08
  2407   0.101947E+03   0.234963E+01   0.000000E+00  -0.500539E+01   0.146856E-08   0.421148E-06   0.914761E-08
  2408   0.101703E+03   0.233903E+01   0.000000E+00  -0.492605E+01   0.146744E-08   0.405771E-06   0.949395E-08
  2409   0.101456E+03   0.232891E+01   0.000000E+00  -0.484711E+01   0.146631E-08   0.389974E-06   0.985047E-08
  2410   0.101205E+03   0.231930E+01   0.000000E+00  -0.476861E+01   0.146519E-08   0.373800E-06   0.102154E-07
  2411   0.100951E+03   0.231017E+01   0.000000E+00  -0.469057E+01   0.146407E-08   0.357290E-06   0.105871E-07
  2412   0.100692E+03   0.230152E+01   0.000000E+00  -0.461301E+01   0.146296E-08   0.340489E-06   0.109638E-07
  2413   0.100430E+03   0.229336E+01   0.000000E+00  -0.453597E+01   0.146184E-08   0.323438E-06   0.113438E-07
  2414   0.100165E+03   0.228567E+01   0.000000E+00  -0.445946E+01   0.146072E-08   0.306179E-06   0.117252E-07
  2415   0.998955E+02   0.227847E+01   0.000000E+00  -0.438352E+01   0.145961E-08   0.288757E-06   0.121064E-07
  2416   0.996234E+02   0.227175E+01   0.000000E+00  -0.430817E+01   0.145850E-08   0.271212E-06   0.124857E-07
  2417   0.993476E+02   0.226550E+01   0.000000E+00  -0.423344E+01   0.145738E-08   0.253588E-06   0.128613E-07
  2418   0.990688E+02   0.225971E+01   0.000000E+00  -0.415935E+01   0.145627E-08   0.235927E-06   0.132315E-07
  2419   0.987863E+02   0.225440E+01   0.000000E+00  -0.408593E+01   0.145516E-08   0.218272E-06   0.135946E-07
  2420   0.985016E+02   0.224955E+01   0.000000E+00  -0.401321E+01   0.145405E-08   0.200666E-06   0.139487E-07
  2421   0.982132E+02   0.224516E+01   0.000000E+00  -0.394119E+01   0.145295E-08   0.183150E-06   0.142923E-07
  2422   0.979218E+02   0.224123E+01   0.000000E+00  -0.386991E+01   0.145184E-08   0.165768E-06   0.146234E-07
  2423   0.976282E+02   0.223774E+01   0.000000E+00  -0.379939E+01   0.145074E-08   0.148562E-06   0.149406E-07
  2424   0.973309E+02   0.223471E+01   0.000000E+00  -0.372965E+01   0.144963E-08   0.131575E-06   0.152418E-07
  2425   0.970314E+02   0.223212E+01   0.000000E+00  -0.366071E+01   0.144853E-08   0.114850E-06   0.155256E-07
  2426   0.967289E+02   0.222997E+01   0.000000E+00  -0.359260E+01   0.144743E-08   0.984278E-07   0.157900E-07
  2427   0.964234E+02   0.222826E+01   0.000000E+00  -0.352532E+01   0.144633E-08   0.823524E-07   0.160335E-07
  2428   0.961157E+02   0.222697E+01   0.000000E+00  -0.345891E+01   0.144523E-08   0.666661E-07   0.162542E-07
  2429   0.958058E+02   0.222612E+01   0.000000E+00  -0.339338E+01   0.144413E-08   0.514114E-07   0.164504E-07
  2430   0.954929E+02   0.222568E+01   0.000000E+00  -0.332874E+01   0.144303E-08   0.366310E-07   0.166203E-07
  2431   0.951778E+02   0.222566E+01   0.000000E+00  -0.326504E+01   0.144194E-08   0.223674E-07   0.167624E-07
  2432   0.948605E+02   0.222605E+01   0.000000E+00  -0.320227E+01   0.144084E-08   0.866313E-08   0.168747E-07
  2433   0.945409E+02   0.222684E+01   0.000000E+00  -0.314047E+01   0.143975E-08  -0.443915E-08   0.169557E-07
  2434   0.942199E+02   0.222804E+01   0.000000E+00  -0.307964E+01   0.143866E-08  -0.168969E-07   0.170034E-07
  2435   0.938959E+02   0.222963E+01   0.000000E+00  -0.301979E+01   0.143757E-08  -0.286675E-07   0.170163E-07
  2436   0.935704E+02   0.223161E+01   0.000000E+00  -0.296096E+01   0.143648E-08  -0.397084E-07   0.169926E-07
  2437   0.932427E+02   0.223397E+01   0.000000E+00  -0.290316E+01   0.143539E-08  -0.499770E-07   0.169305E-07
  2438   0.929135E+02   0.223672E+01   0.000000E+00  -0.284639E+01   0.143430E-08  -0.594307E-07   0.168284E-07
  2439   0.925820E+02   0.223982E+01   0.000000E+00  -0.279067E+01   0.143322E-08  -0.680270E-07   0.166844E-07
  2440   0.922491E+02   0.224330E+01   0.000000E+00  -0.273603E+01   0.143213E-08  -0.757233E-07   0.164968E-07
  2441   0.919147E+02   0.224714E+01   0.000000E+00  -0.268247E+01   0.143105E-08  -0.824769E-07   0.162640E-07
  2442   0.915789E+02   0.225133E+01   0.000000E+00  -0.263001E+01   0.142996E-08  -0.882453E-07   0.159842E-07
  2443   0.912408E+02   0.225586E+01   0.000000E+00  -0.257865E+01   0.142888E-08  -0.929860E-07   0.156556E-07
  2444   0.909019E+02   0.226074E+01   0.000000E+00  -0.252842E+01   0.142780E-08  -0.966563E-07   0.152765E-07
  2445   0.905623E+02   0.226595E+01   0.000000E+00  -0.247932E+01   0.142672E-08  -0.992137E-07   0.148452E-07
  2446   0.902205E+02   0.227148E+01   0.000000E+00  -0.243136E+01   0.142564E-08  -0.100616E-06   0.143599E-07
  2447   0.898787E+02   0.227734E+01   0.000000E+00  -0.238457E+01   0.142457E-08  -0.100819E-06   0.138190E-07
  2448   0.895354E+02   0.228351E+01   0.000000E+00  -0.233894E+01   0.142349E-08  -0.997825E-07   0.132206E-07
  2449   0.891906E+02   0.228999E+01   0.000000E+00  -0.229449E+01   0.142242E-08  -0.974623E-07   0.125631E-07
  2450   0.888459E+02   0.229677E+01   0.000000E+00  -0.225122E+01   0.142134E-08  -0.938164E-07   0.118447E-07
  2451   0.884996E+02   0.230384E+01   0.000000E+00  -0.220915E+01   0.142027E-08  -0.888175E-07   0.110645E-07
  2452   0.881533E+02   0.231118E+01   0.000000E+00  -0.216827E+01   0.141920E-08  -0.825008E-07   0.102246E-07
  2453   0.878056E+02   0.231882E+01   0.000000E+00  -0.212862E+01   0.141813E-08  -0.749168E-07   0.932823E-08
  2454   0.874579E+02   0.232672E+01   0.000000E+00  -0.209019E+01   0.141706E-08  -0.661162E-07   0.837825E-08
  2455   0.871094E+02   0.233489E+01   0.000000E+00  -0.205298E+01   0.141599E-08  -0.561495E-07   0.737772E-08
  2456   0.867609E+02   0.234330E+01   0.000000E+00  -0.201700E+01   0.141493E-08  -0.450672E-07   0.632967E-08
  2457   0.864124E+02   0.235197E+01   0.000000E+00  -0.198226E+01   0.141386E-08  -0.329201E-07   0.523710E-08
  2458   0.860632E+02   0.236088E+01   0.000000E+00  -0.194877E+01   0.141280E-08  -0.197585E-07   0.410305E-08
  2459   0.857132E+02   0.237002E+01   0.000000E+00  -0.191652E+01   0.141173E-08  -0.563326E-08   0.293053E-08
  2460   0.853640E+02   0.237938E+01   0.000000E+00  -0.188552E+01   0.141067E-08   0.940523E-08   0.172256E-08
  2461   0.850148E+02   0.238897E+01   0.000000E+00  -0.185578E+01   0.140961E-08   0.253063E-07   0.482158E-09
  2462   0.846648E+02   0.239876E+01   0.000000E+00  -0.182730E+01   0.140855E-08   0.420195E-07  -0.787659E-09
  2463   0.843164E+02   0.240876E+01   0.000000E+00  -0.180008E+01   0.140749E-08   0.594940E-07  -0.208387E-08
  2464   0.839672E+02   0.241895E+01   0.000000E+00  -0.177412E+01   0.140643E-08   0.776795E-07  -0.340346E-08
  2465   0.836187E+02   0.242933E+01   0.000000E+00  -0.174942E+01   0.140538E-08   0.965252E-07  -0.474340E-08
  2466   0.832702E+02   0.243989E+01   0.000000E+00  -0.172599E+01   0.140432E-08   0.115981E-06  -0.610069E-08
  2467   0.829225E+02   0.245062E+01   0.000000E+00  -0.170382E+01   0.140327E-08   0.135995E-06  -0.747229E-08
  2468   0.825756E+02   0.246151E+01   0.000000E+00  -0.168291E+01   0.140221E-08   0.156518E-06  -0.885519E-08
  2469   0.822293E+02   0.247256E+01   0.000000E+00  -0.166327E+01   0.140116E-08   0.177500E-06  -0.102464E-07
  2470   0.818831E+02   0.248376E+01   0.000000E+00  -0.164488E+01   0.140011E-08   0.198888E-06  -0.116428E-07
  2471   0.815384E+02   0.249509E+01   0.000000E+00  -0.162776E+01   0.139906E-08   0.220633E-06  -0.130415E-07
  2472   0.811944E+02   0.250656E+01   0.000000E+00  -0.161189E+01   0.139801E-08   0.242685E-06  -0.144394E-07
  2473   0.808512E+02   0.251815E+01   0.000000E+00  -0.159727E+01   0.139696E-08   0.264992E-06  -0.158335E-07
  2474   0.805087E+02   0.252985E+01   0.000000E+00  -0.158390E+01   0.139592E-08   0.287504E-06  -0.172208E-07
  2475   0.801677E+02   0.254167E+01   0.000000E+00  -0.157179E+01   0.139487E-08   0.310171E-06  -0.185983E-07
  2476   0.798275E+02   0.255358E+01   0.000000E+00  -0.156092E+01   0.139383E-08   0.332942E-06  -0.199629E-07
  2477   0.794887E+02   0.256559E+01   0.000000E+00  -0.155128E+01   0.139278E-08   0.355766E-06  -0.213117E-07
  2478   0.791514E+02   0.257768E+01   0.000000E+00  -0.154287E+01   0.139174E-08   0.378593E-06  -0.226416E-07
  2479   0.788157E+02   0.258984E+01   0.000000E+00  -0.153568E+01   0.139070E-08   0.401372E-06  -0.239495E-07
  2480   0.784806E+02   0.260208E+01   0.000000E+00  -0.152971E+01   0.138966E-08   0.424052E-06  -0.252326E-07
  2481   0.781479E+02   0.261438E+01   0.000000E+00  -0.152495E+01   0.138862E-08   0.446584E-06  -0.264877E-07
  2482   0.778166E+02   0.262673E+01   0.000000E+00  -0.152139E+01   0.138758E-08   0.468916E-06  -0.277118E-07
  2483   0.774867E+02   0.263913E+01   0.000000E+00  -0.151902E+01   0.138655E-08   0.490998E-06  -0.289019E-07
  2484   0.771584E+02   0.265157E+01   0.000000E+00  -0.151784E+01   0.138551E-08   0.512779E-06  -0.300551E-07
  2485   0.768324E+02   0.266404E+01   0.000000E+00  -0.151784E+01   0.138448E-08   0.534209E-06  -0.311682E-07
  2486   0.765085E+02   0.267654E+01   0.000000E+00  -0.151900E+01   0.138344E-08   0.555237E-06  -0.322383E-07
  2487   0.761862E+02   0.268904E+01   0.000000E+00  -0.152132E+01   0.138241E-08   0.575813E-06  -0.332623E-07
  2488   0.758660E+02   0.270156E+01   0.000000E+00  -0.152480E+01   0.138138E-08   0.595885E-06  -0.342373E-07
  2489   0.755474E+02   0.271408E+01   0.000000E+00  -0.152942E+01   0.138035E-08   0.615404E-06  -0.351601E-07
  2490   0.752310E+02   0.272658E+01   0.000000E+00  -0.153516E+01   0.137932E-08   0.634319E-06  -0.360279E-07
  2491   0.749176E+02   0.273908E+01   0.000000E+00  -0.154203E+01   0.137829E-08   0.652579E-06  -0.368375E-07
  2492   0.746057E+02   0.275155E+01   0.000000E+00  -0.155000E+01   0.137727E-08   0.670133E-06  -0.375860E-07
  2493   0.742960E+02   0.276399E+01   0.000000E+00  -0.155907E+01   0.137624E-08   0.686932E-06  -0.382703E-07
  2494   0.739889E+02   0.277640E+01   0.000000E+00  -0.156921E+01   0.137521E-08   0.702924E-06  -0.388874E-07
  2495   0.736842E+02   0.278876E+01   0.000000E+00  -0.158043E+01   0.137419E-08   0.718059E-06  -0.394343E-07
  2496   0.733819E+02   0.280107E+01   0.000000E+00  -0.159270E+01   0.137317E-08   0.732287E-06  -0.399079E-07
  2497   0.730822E+02   0.281333E+01   0.000000E+00  -0.160601E+01   0.137215E-08   0.745556E-06  -0.403054E-07
  2498   0.727850E+02   0.282552E+01   0.000000E+00  -0.162036E+01   0.137113E-08   0.757817E-06  -0.406235E-07
  2499   0.724904E+02   0.283763E+01   0.000000E+00  -0.163572E+01   0.137011E-08   0.769018E-06  -0.408594E-07
  2500   0.721984E+02   0.284967E+01   0.000000E+00  -0.165208E+01   0.136909E-08   0.779109E-06  -0.410100E-07
  2501   0.719092E+02   0.286161E+01   0.000000E+00  -0.166943E+01   0.136807E-08   0.788053E-06  -0.410733E-07
  2502   0.716227E+02   0.287346E+01   0.000000E+00  -0.168775E+01   0.136705E-08   0.795870E-06  -0.410516E-07
  2503   0.713389E+02   0.288521E+01   0.000000E+00  -0.170704E+01   0.136604E-08   0.802594E-06  -0.409482E-07
  2504   0.710580E+02   0.289685E+01   0.000000E+00  -0.172727E+01   0.136502E-08   0.808257E-06  -0.407663E-07
  2505   0.707800E+02   0.290838E+01   0.000000E+00  -0.174842E+01   0.136401E-08   0.812893E-06  -0.405093E-07
  2506   0.705048E+02   0.291978E+01   0.000000E+00  -0.177048E+01   0.136300E-08   0.816536E-06  -0.401804E-07
  2507   0.702327E+02   0.293105E+01   0.000000E+00  -0.179343E+01   0.136199E-08   0.819218E-06  -0.397830E-07
  2508   0.699635E+02   0.294220E+01   0.000000E+00  -0.181727E+01   0.136098E-08   0.820973E-06  -0.393204E-07
  2509   0.696973E+02   0.295320E+01   0.000000E+00  -0.184196E+01   0.135997E-08   0.821835E-06  -0.387958E-07
  2510   0.694343E+02   0.296406E+01   0.000000E+00  -0.186749E+01   0.135896E-08   0.821837E-06  -0.382125E-07
